review_id,order_id,customer_id,product_id,rating,review_date,review_text
REV0002282,ORD0004891,CUST026672,PRD00088,4,2022-06-16,"Value for money, satisfied with performance."
REV0002283,ORD0004894,CUST022655,PRD00016,4,2022-07-04,"Nice build quality, delivery was on time."
REV0002284,ORD0004895,CUST019594,PRD00130,4,2025-10-10,"Nice build quality, delivery was on time."
REV0002285,ORD0004896,CUST009222,PRD00007,3,2022-11-15,"Average product, does the job."
REV0002286,ORD0004899,CUST031114,PRD00103,4,2024-05-07,"Nice build quality, delivery was on time."
REV0002287,ORD0004901,CUST042735,PRD00021,1,2022-09-16,"Would not recommend, faced multiple issues."
REV0002288,ORD0004902,CUST032484,PRD00134,5,2026-01-09,"Excellent product, totally worth it!"
REV0002289,ORD0004903,CUST043615,PRD00016,5,2024-06-10,Great quality and fast delivery.
REV0002290,ORD0004904,CUST014175,PRD00112,5,2023-06-06,"Best in this price range, highly recommend."
REV0002291,ORD0004909,CUST021683,PRD00075,2,2025-06-27,Below expectations for the price paid.
REV0002292,ORD0004910,CUST026780,PRD00109,5,2025-10-22,"Excellent product, totally worth it!"
REV0002293,ORD0004911,CUST037528,PRD00071,5,2024-08-28,"Best in this price range, highly recommend."
REV0002294,ORD0004912,CUST033452,PRD00081,5,2021-03-11,"Very happy with the purchase, works perfectly."
REV0002295,ORD0004914,CUST003493,PRD00047,5,2022-03-02,"Very happy with the purchase, works perfectly."
REV0002296,ORD0004915,CUST045048,PRD00108,4,2025-10-01,"Good product overall, minor issues."
REV0002297,ORD0004917,CUST008676,PRD00044,4,2025-05-20,"Nice build quality, delivery was on time."
REV0002298,ORD0004918,CUST019415,PRD00122,3,2025-10-08,Decent but packaging could be better.
REV0002299,ORD0004919,CUST003298,PRD00147,2,2025-10-15,"Not fully satisfied, some issues faced."
REV0002300,ORD0004920,CUST031178,PRD00039,3,2024-04-28,"Okay experience, expected a bit more."
REV0002301,ORD0004922,CUST021731,PRD00020,3,2023-11-16,"Okay experience, expected a bit more."
REV0002302,ORD0004923,CUST048098,PRD00056,5,2021-08-25,"Best in this price range, highly recommend."
REV0002303,ORD0004930,CUST033671,PRD00058,5,2021-07-25,"Very happy with the purchase, works perfectly."
REV0002304,ORD0004934,CUST037781,PRD00039,4,2024-08-08,"Good product overall, minor issues."
REV0002305,ORD0004935,CUST000953,PRD00096,3,2022-09-09,"Okay experience, expected a bit more."
REV0002306,ORD0004936,CUST020868,PRD00103,4,2021-11-24,"Good product overall, minor issues."
REV0002307,ORD0004937,CUST030706,PRD00048,4,2022-10-08,"Value for money, satisfied with performance."
REV0002308,ORD0004939,CUST020020,PRD00136,5,2021-11-04,"Very happy with the purchase, works perfectly."
REV0002309,ORD0004941,CUST016286,PRD00097,4,2021-07-10,"Nice build quality, delivery was on time."
REV0002310,ORD0004944,CUST002313,PRD00117,2,2023-10-28,Below expectations for the price paid.
REV0002311,ORD0004946,CUST041771,PRD00133,4,2024-09-05,"Good product overall, minor issues."
REV0002312,ORD0004947,CUST034755,PRD00106,4,2024-04-26,"Good product overall, minor issues."
REV0002313,ORD0004949,CUST009252,PRD00130,4,2024-08-16,"Nice build quality, delivery was on time."
REV0002314,ORD0004953,CUST003680,PRD00023,4,2022-01-08,"Value for money, satisfied with performance."
REV0002315,ORD0004955,CUST024827,PRD00094,4,2021-06-22,"Nice build quality, delivery was on time."
REV0002316,ORD0004956,CUST042143,PRD00049,5,2025-09-19,Great quality and fast delivery.
REV0002317,ORD0004959,CUST024835,PRD00049,5,2024-03-12,"Best in this price range, highly recommend."
REV0002318,ORD0004960,CUST019409,PRD00112,4,2021-06-11,"Good product overall, minor issues."
REV0002319,ORD0004965,CUST043196,PRD00094,5,2022-08-17,"Very happy with the purchase, works perfectly."
REV0002320,ORD0004968,CUST029201,PRD00014,4,2021-11-20,"Nice build quality, delivery was on time."
REV0002321,ORD0004969,CUST035059,PRD00055,3,2024-02-16,"Average product, does the job."
REV0002322,ORD0004970,CUST018468,PRD00001,5,2022-01-24,"Very happy with the purchase, works perfectly."
REV0002323,ORD0004972,CUST012886,PRD00002,4,2024-01-24,"Good product overall, minor issues."
REV0002324,ORD0004973,CUST008890,PRD00054,5,2022-02-06,"Very happy with the purchase, works perfectly."
REV0002325,ORD0004975,CUST021541,PRD00025,4,2021-06-05,"Value for money, satisfied with performance."
REV0002326,ORD0004978,CUST013084,PRD00141,5,2023-01-30,"Very happy with the purchase, works perfectly."
REV0002327,ORD0004980,CUST038945,PRD00095,4,2024-11-20,"Value for money, satisfied with performance."
REV0002328,ORD0004984,CUST011459,PRD00120,1,2024-04-09,"Poor experience, product had defects."
REV0002329,ORD0004986,CUST000843,PRD00121,3,2021-11-11,"Okay experience, expected a bit more."
REV0002330,ORD0004988,CUST025951,PRD00027,4,2025-01-20,"Nice build quality, delivery was on time."
REV0002331,ORD0004989,CUST049516,PRD00064,3,2021-07-17,Decent but packaging could be better.
REV0002332,ORD0004990,CUST045894,PRD00140,3,2021-10-18,"Average product, does the job."
REV0002333,ORD0004991,CUST048432,PRD00087,3,2021-10-09,"Okay experience, expected a bit more."
REV0002334,ORD0004995,CUST031584,PRD00101,5,2022-01-19,"Excellent product, totally worth it!"
REV0002335,ORD0004997,CUST047588,PRD00035,3,2021-09-01,"Average product, does the job."
REV0002336,ORD0004999,CUST023831,PRD00023,5,2022-08-17,Great quality and fast delivery.
REV0002337,ORD0005003,CUST043058,PRD00113,5,2025-02-07,Great quality and fast delivery.
REV0002338,ORD0005004,CUST034806,PRD00031,4,2025-02-16,"Good product overall, minor issues."
REV0002339,ORD0005005,CUST004386,PRD00032,4,2022-03-07,"Value for money, satisfied with performance."
REV0002340,ORD0005008,CUST012168,PRD00112,1,2023-10-23,"Would not recommend, faced multiple issues."
REV0002341,ORD0005009,CUST041198,PRD00111,3,2021-09-21,"Average product, does the job."
REV0002342,ORD0005011,CUST042818,PRD00065,4,2021-12-01,"Nice build quality, delivery was on time."
REV0002343,ORD0005012,CUST012613,PRD00094,2,2023-11-05,Below expectations for the price paid.
REV0002344,ORD0005014,CUST011567,PRD00030,3,2023-04-02,Decent but packaging could be better.
REV0002345,ORD0005017,CUST020019,PRD00062,2,2025-11-14,Below expectations for the price paid.
REV0002346,ORD0005018,CUST035953,PRD00047,5,2025-02-16,"Best in this price range, highly recommend."
REV0002347,ORD0005021,CUST044795,PRD00030,4,2022-09-13,"Value for money, satisfied with performance."
REV0002348,ORD0005022,CUST007151,PRD00062,4,2025-10-06,"Nice build quality, delivery was on time."
REV0002349,ORD0005023,CUST039936,PRD00143,5,2022-02-09,"Excellent product, totally worth it!"
REV0002350,ORD0005027,CUST044587,PRD00118,3,2021-11-11,"Okay experience, expected a bit more."
REV0002351,ORD0005029,CUST033830,PRD00138,1,2022-10-23,"Would not recommend, faced multiple issues."
REV0002352,ORD0005030,CUST010098,PRD00045,5,2025-08-29,"Best in this price range, highly recommend."
REV0002353,ORD0005031,CUST029515,PRD00135,4,2021-06-03,"Value for money, satisfied with performance."
REV0002354,ORD0005036,CUST039053,PRD00043,4,2024-06-24,"Nice build quality, delivery was on time."
REV0002355,ORD0005037,CUST026239,PRD00118,4,2021-10-25,"Good product overall, minor issues."
REV0002356,ORD0005040,CUST013377,PRD00021,1,2024-11-07,"Would not recommend, faced multiple issues."
REV0002357,ORD0005042,CUST002802,PRD00044,5,2023-02-27,"Best in this price range, highly recommend."
REV0002358,ORD0005045,CUST020948,PRD00022,5,2024-10-31,Great quality and fast delivery.
REV0002359,ORD0005050,CUST008111,PRD00063,5,2024-02-05,"Very happy with the purchase, works perfectly."
REV0002360,ORD0005053,CUST013229,PRD00119,3,2023-10-15,"Okay experience, expected a bit more."
REV0002361,ORD0005055,CUST026780,PRD00141,5,2024-12-11,Great quality and fast delivery.
REV0002362,ORD0005056,CUST026778,PRD00081,2,2021-06-14,"Not fully satisfied, some issues faced."
REV0002363,ORD0005057,CUST044628,PRD00092,5,2023-11-26,"Excellent product, totally worth it!"
REV0002364,ORD0005058,CUST017245,PRD00136,5,2023-08-02,Great quality and fast delivery.
REV0002365,ORD0005059,CUST014351,PRD00104,3,2024-01-15,"Okay experience, expected a bit more."
REV0002366,ORD0005064,CUST019937,PRD00032,2,2023-06-21,Below expectations for the price paid.
REV0002367,ORD0005065,CUST049583,PRD00140,5,2022-08-18,"Excellent product, totally worth it!"
REV0002368,ORD0005066,CUST045614,PRD00143,1,2021-12-06,"Would not recommend, faced multiple issues."
REV0002369,ORD0005067,CUST015227,PRD00080,3,2022-11-03,Decent but packaging could be better.
REV0002370,ORD0005068,CUST021082,PRD00094,4,2024-03-25,"Value for money, satisfied with performance."
REV0002371,ORD0005069,CUST032591,PRD00020,3,2023-04-08,"Average product, does the job."
REV0002372,ORD0005071,CUST040837,PRD00108,4,2022-10-26,"Value for money, satisfied with performance."
REV0002373,ORD0005072,CUST017093,PRD00097,4,2025-11-12,"Good product overall, minor issues."
REV0002374,ORD0005076,CUST048932,PRD00028,3,2022-11-25,"Average product, does the job."
REV0002375,ORD0005078,CUST023640,PRD00013,4,2022-10-19,"Nice build quality, delivery was on time."
REV0002376,ORD0005080,CUST007596,PRD00085,5,2024-09-15,"Very happy with the purchase, works perfectly."
REV0002377,ORD0005085,CUST015219,PRD00056,4,2021-04-12,"Nice build quality, delivery was on time."
REV0002378,ORD0005088,CUST010545,PRD00134,5,2023-06-25,"Very happy with the purchase, works perfectly."
REV0002379,ORD0005089,CUST001503,PRD00001,4,2023-11-29,"Value for money, satisfied with performance."
REV0002380,ORD0005090,CUST019761,PRD00126,5,2022-01-31,Great quality and fast delivery.
REV0002381,ORD0005091,CUST031417,PRD00046,3,2024-12-18,"Okay experience, expected a bit more."
REV0002382,ORD0005093,CUST019261,PRD00029,5,2024-11-14,"Very happy with the purchase, works perfectly."
REV0002383,ORD0005096,CUST031659,PRD00130,5,2024-06-24,Great quality and fast delivery.
REV0002384,ORD0005098,CUST003976,PRD00080,4,2023-06-10,"Nice build quality, delivery was on time."
REV0002385,ORD0005099,CUST037204,PRD00031,5,2022-04-03,Great quality and fast delivery.
REV0002386,ORD0005107,CUST025547,PRD00038,4,2023-11-06,"Good product overall, minor issues."
REV0002387,ORD0005109,CUST002857,PRD00124,4,2024-11-26,"Nice build quality, delivery was on time."
REV0002388,ORD0005111,CUST039998,PRD00046,5,2025-10-19,Great quality and fast delivery.
REV0002389,ORD0005112,CUST030560,PRD00032,3,2025-09-02,"Okay experience, expected a bit more."
REV0002390,ORD0005117,CUST033816,PRD00003,1,2021-11-11,"Poor experience, product had defects."
REV0002391,ORD0005120,CUST033596,PRD00001,5,2021-10-25,"Best in this price range, highly recommend."
REV0002392,ORD0005121,CUST025647,PRD00142,4,2025-01-30,"Value for money, satisfied with performance."
REV0002393,ORD0005123,CUST042500,PRD00006,2,2021-05-01,Below expectations for the price paid.
REV0002394,ORD0005124,CUST035491,PRD00076,2,2024-10-19,Below expectations for the price paid.
REV0002395,ORD0005126,CUST014971,PRD00047,5,2024-01-20,"Best in this price range, highly recommend."
REV0002396,ORD0005129,CUST024229,PRD00069,4,2025-11-12,"Good product overall, minor issues."
REV0002397,ORD0005130,CUST026117,PRD00145,2,2023-08-16,"Not fully satisfied, some issues faced."
REV0002398,ORD0005132,CUST042635,PRD00077,1,2022-06-28,"Would not recommend, faced multiple issues."
REV0002399,ORD0005135,CUST039018,PRD00038,5,2021-10-12,"Best in this price range, highly recommend."
REV0002400,ORD0005137,CUST011129,PRD00131,5,2021-08-01,"Excellent product, totally worth it!"
REV0002401,ORD0005138,CUST043018,PRD00021,5,2024-12-03,"Best in this price range, highly recommend."
REV0002402,ORD0005140,CUST042955,PRD00091,5,2022-11-29,"Best in this price range, highly recommend."
REV0002403,ORD0005141,CUST003968,PRD00087,5,2023-01-07,"Very happy with the purchase, works perfectly."
REV0002404,ORD0005142,CUST024441,PRD00018,5,2022-12-01,Great quality and fast delivery.
REV0002405,ORD0005143,CUST030168,PRD00063,2,2022-12-05,"Not fully satisfied, some issues faced."
REV0002406,ORD0005146,CUST044334,PRD00120,3,2021-06-23,"Average product, does the job."
REV0002407,ORD0005147,CUST031122,PRD00131,5,2025-04-20,"Best in this price range, highly recommend."
REV0002408,ORD0005148,CUST045663,PRD00070,4,2021-01-28,"Good product overall, minor issues."
REV0002409,ORD0005149,CUST038481,PRD00014,3,2025-07-27,"Average product, does the job."
REV0002410,ORD0005150,CUST042619,PRD00034,3,2024-10-19,"Average product, does the job."
REV0002411,ORD0005151,CUST016138,PRD00054,5,2025-08-02,Great quality and fast delivery.
REV0002412,ORD0005153,CUST013064,PRD00005,5,2021-11-07,"Very happy with the purchase, works perfectly."
REV0002413,ORD0005154,CUST021932,PRD00056,5,2021-09-01,"Best in this price range, highly recommend."
REV0002414,ORD0005160,CUST007315,PRD00010,3,2025-01-20,"Okay experience, expected a bit more."
REV0002415,ORD0005162,CUST016428,PRD00056,5,2025-12-05,"Excellent product, totally worth it!"
REV0002416,ORD0005163,CUST041126,PRD00115,4,2025-03-26,"Value for money, satisfied with performance."
REV0002417,ORD0005165,CUST008674,PRD00093,4,2024-10-22,"Nice build quality, delivery was on time."
REV0002418,ORD0005167,CUST003345,PRD00041,4,2023-11-19,"Value for money, satisfied with performance."
REV0002419,ORD0005169,CUST046018,PRD00143,4,2024-12-11,"Nice build quality, delivery was on time."
REV0002420,ORD0005172,CUST042278,PRD00140,5,2025-07-23,"Best in this price range, highly recommend."
REV0002421,ORD0005174,CUST014723,PRD00014,5,2023-08-04,"Very happy with the purchase, works perfectly."
REV0002422,ORD0005176,CUST049775,PRD00036,5,2022-11-03,Great quality and fast delivery.
REV0002423,ORD0005185,CUST010685,PRD00129,4,2023-10-16,"Nice build quality, delivery was on time."
REV0002424,ORD0005187,CUST014408,PRD00003,4,2022-10-08,"Value for money, satisfied with performance."
REV0002425,ORD0005189,CUST029826,PRD00043,5,2023-06-30,"Very happy with the purchase, works perfectly."
REV0002426,ORD0005190,CUST000750,PRD00022,5,2025-04-12,"Best in this price range, highly recommend."
REV0002427,ORD0005192,CUST011762,PRD00046,4,2023-08-23,"Good product overall, minor issues."
REV0002428,ORD0005194,CUST043712,PRD00028,4,2024-08-22,"Value for money, satisfied with performance."
REV0002429,ORD0005196,CUST011270,PRD00072,5,2024-11-22,"Very happy with the purchase, works perfectly."
REV0002430,ORD0005198,CUST019937,PRD00102,4,2022-02-05,"Nice build quality, delivery was on time."
REV0002431,ORD0005199,CUST005246,PRD00118,4,2022-11-20,"Nice build quality, delivery was on time."
REV0002432,ORD0005202,CUST000382,PRD00040,4,2024-10-16,"Nice build quality, delivery was on time."
REV0002433,ORD0005205,CUST025877,PRD00087,4,2022-02-08,"Good product overall, minor issues."
REV0002434,ORD0005207,CUST049020,PRD00062,5,2024-12-05,"Excellent product, totally worth it!"
REV0002435,ORD0005209,CUST036098,PRD00111,3,2024-08-18,"Okay experience, expected a bit more."
REV0002436,ORD0005214,CUST006213,PRD00112,4,2022-11-09,"Value for money, satisfied with performance."
REV0002437,ORD0005216,CUST008652,PRD00011,4,2022-11-21,"Nice build quality, delivery was on time."
REV0002438,ORD0005221,CUST041425,PRD00030,5,2024-01-30,"Very happy with the purchase, works perfectly."
REV0002439,ORD0005224,CUST047116,PRD00079,4,2022-04-01,"Nice build quality, delivery was on time."
REV0002440,ORD0005226,CUST014838,PRD00086,5,2021-06-18,"Excellent product, totally worth it!"
REV0002441,ORD0005231,CUST003822,PRD00090,4,2024-01-11,"Nice build quality, delivery was on time."
REV0002442,ORD0005232,CUST022434,PRD00106,5,2022-01-09,"Excellent product, totally worth it!"
REV0002443,ORD0005233,CUST032024,PRD00127,5,2025-08-26,"Very happy with the purchase, works perfectly."
REV0002444,ORD0005234,CUST042312,PRD00112,4,2025-04-24,"Good product overall, minor issues."
REV0002445,ORD0005236,CUST032176,PRD00039,4,2025-11-04,"Nice build quality, delivery was on time."
REV0002446,ORD0005240,CUST023999,PRD00067,5,2024-10-26,"Best in this price range, highly recommend."
REV0002447,ORD0005243,CUST044747,PRD00063,4,2025-01-19,"Nice build quality, delivery was on time."
REV0002448,ORD0005244,CUST015367,PRD00123,4,2023-06-03,"Nice build quality, delivery was on time."
REV0002449,ORD0005248,CUST008239,PRD00122,4,2021-04-23,"Good product overall, minor issues."
REV0002450,ORD0005249,CUST006169,PRD00050,4,2022-06-28,"Nice build quality, delivery was on time."
REV0002451,ORD0005250,CUST041870,PRD00071,4,2021-08-12,"Nice build quality, delivery was on time."
REV0002452,ORD0005252,CUST037744,PRD00083,5,2025-04-18,"Very happy with the purchase, works perfectly."
REV0002453,ORD0005253,CUST024213,PRD00119,5,2025-09-21,"Very happy with the purchase, works perfectly."
REV0002454,ORD0005257,CUST009076,PRD00090,4,2022-05-24,"Good product overall, minor issues."
REV0002455,ORD0005259,CUST030536,PRD00044,3,2024-07-04,Decent but packaging could be better.
REV0002456,ORD0005261,CUST044291,PRD00025,4,2023-08-22,"Good product overall, minor issues."
REV0002457,ORD0005262,CUST029020,PRD00087,5,2024-03-22,Great quality and fast delivery.
REV0002458,ORD0005265,CUST020702,PRD00129,2,2022-07-01,"Not fully satisfied, some issues faced."
REV0002459,ORD0005267,CUST034361,PRD00102,5,2024-10-13,"Excellent product, totally worth it!"
REV0002460,ORD0005268,CUST037112,PRD00003,5,2025-08-20,"Excellent product, totally worth it!"
REV0002461,ORD0005270,CUST048391,PRD00114,5,2023-10-26,Great quality and fast delivery.
REV0002462,ORD0005272,CUST020644,PRD00091,3,2023-05-25,"Average product, does the job."
REV0002463,ORD0005277,CUST013581,PRD00146,5,2023-02-17,"Very happy with the purchase, works perfectly."
REV0002464,ORD0005278,CUST013056,PRD00004,3,2023-02-06,Decent but packaging could be better.
REV0002465,ORD0005279,CUST026114,PRD00085,5,2025-10-30,Great quality and fast delivery.
REV0002466,ORD0005280,CUST009322,PRD00067,4,2024-07-02,"Nice build quality, delivery was on time."
REV0002467,ORD0005281,CUST024096,PRD00099,5,2024-10-13,Great quality and fast delivery.
REV0002468,ORD0005282,CUST043668,PRD00019,4,2021-08-26,"Value for money, satisfied with performance."
REV0002469,ORD0005284,CUST031693,PRD00096,2,2021-06-23,"Not fully satisfied, some issues faced."
REV0002470,ORD0005285,CUST041033,PRD00026,5,2025-04-18,"Very happy with the purchase, works perfectly."
REV0002471,ORD0005286,CUST029310,PRD00131,5,2025-04-18,"Excellent product, totally worth it!"
REV0002472,ORD0005287,CUST018011,PRD00073,3,2024-06-22,Decent but packaging could be better.
REV0002473,ORD0005289,CUST029756,PRD00119,3,2023-10-13,"Average product, does the job."
REV0002474,ORD0005290,CUST003644,PRD00045,5,2021-10-30,"Best in this price range, highly recommend."
REV0002475,ORD0005293,CUST012133,PRD00087,3,2022-08-22,Decent but packaging could be better.
REV0002476,ORD0005295,CUST030552,PRD00085,5,2023-12-16,"Very happy with the purchase, works perfectly."
REV0002477,ORD0005299,CUST007229,PRD00043,4,2024-02-06,"Nice build quality, delivery was on time."
REV0002478,ORD0005302,CUST017910,PRD00030,4,2021-07-29,"Nice build quality, delivery was on time."
REV0002479,ORD0005303,CUST036020,PRD00057,5,2024-04-02,"Excellent product, totally worth it!"
REV0002480,ORD0005304,CUST045444,PRD00014,4,2024-11-03,"Good product overall, minor issues."
REV0002481,ORD0005308,CUST007464,PRD00075,3,2023-03-25,"Okay experience, expected a bit more."
REV0002482,ORD0005317,CUST034643,PRD00110,2,2025-10-22,"Not fully satisfied, some issues faced."
REV0002483,ORD0005318,CUST034516,PRD00085,5,2024-04-23,"Excellent product, totally worth it!"
REV0002484,ORD0005319,CUST049197,PRD00007,5,2025-11-22,"Excellent product, totally worth it!"
REV0002485,ORD0005320,CUST018631,PRD00068,5,2025-10-24,"Very happy with the purchase, works perfectly."
REV0002486,ORD0005321,CUST047444,PRD00128,5,2023-07-08,"Very happy with the purchase, works perfectly."
REV0002487,ORD0005322,CUST002637,PRD00035,4,2024-04-30,"Value for money, satisfied with performance."
REV0002488,ORD0005324,CUST041802,PRD00146,4,2021-10-15,"Nice build quality, delivery was on time."
REV0002489,ORD0005325,CUST003185,PRD00133,5,2025-02-27,"Very happy with the purchase, works perfectly."
REV0002490,ORD0005326,CUST026585,PRD00071,4,2022-05-11,"Value for money, satisfied with performance."
REV0002491,ORD0005328,CUST022412,PRD00010,5,2025-05-16,"Best in this price range, highly recommend."
REV0002492,ORD0005336,CUST002519,PRD00145,5,2023-12-27,"Very happy with the purchase, works perfectly."
REV0002493,ORD0005343,CUST014836,PRD00062,2,2023-11-26,Below expectations for the price paid.
REV0002494,ORD0005344,CUST032173,PRD00086,2,2023-10-29,Below expectations for the price paid.
REV0002495,ORD0005347,CUST042277,PRD00103,4,2024-06-24,"Good product overall, minor issues."
REV0002496,ORD0005348,CUST049444,PRD00108,3,2024-12-03,"Average product, does the job."
REV0002497,ORD0005350,CUST018153,PRD00020,3,2024-01-21,"Okay experience, expected a bit more."
REV0002498,ORD0005353,CUST029932,PRD00101,4,2025-01-14,"Good product overall, minor issues."
REV0002499,ORD0005354,CUST047349,PRD00048,4,2024-07-11,"Good product overall, minor issues."
REV0002500,ORD0005356,CUST044359,PRD00042,4,2021-03-06,"Good product overall, minor issues."
REV0002501,ORD0005358,CUST016126,PRD00145,4,2025-02-06,"Good product overall, minor issues."
REV0002502,ORD0005359,CUST036830,PRD00072,5,2024-06-02,Great quality and fast delivery.
REV0002503,ORD0005360,CUST002512,PRD00097,4,2024-06-22,"Good product overall, minor issues."
REV0002504,ORD0005367,CUST037113,PRD00043,5,2024-01-04,"Excellent product, totally worth it!"
REV0002505,ORD0005368,CUST042831,PRD00037,4,2023-04-12,"Nice build quality, delivery was on time."
REV0002506,ORD0005369,CUST010449,PRD00048,5,2023-01-13,"Best in this price range, highly recommend."
REV0002507,ORD0005373,CUST024662,PRD00006,5,2024-10-24,"Best in this price range, highly recommend."
REV0002508,ORD0005374,CUST010712,PRD00132,5,2023-04-25,"Excellent product, totally worth it!"
REV0002509,ORD0005375,CUST040903,PRD00136,5,2023-10-22,"Excellent product, totally worth it!"
REV0002510,ORD0005376,CUST043782,PRD00001,3,2022-11-03,"Average product, does the job."
REV0002511,ORD0005377,CUST007360,PRD00011,5,2024-06-19,"Best in this price range, highly recommend."
REV0002512,ORD0005380,CUST007717,PRD00042,1,2024-06-14,"Poor experience, product had defects."
REV0002513,ORD0005382,CUST035232,PRD00075,4,2022-08-18,"Value for money, satisfied with performance."
REV0002514,ORD0005384,CUST037917,PRD00136,2,2022-10-25,"Not fully satisfied, some issues faced."
REV0002515,ORD0005385,CUST012536,PRD00126,5,2023-08-17,Great quality and fast delivery.
REV0002516,ORD0005386,CUST008024,PRD00001,5,2021-10-05,"Excellent product, totally worth it!"
REV0002517,ORD0005387,CUST013468,PRD00074,5,2022-11-10,"Best in this price range, highly recommend."
REV0002518,ORD0005388,CUST022877,PRD00022,3,2025-12-26,Decent but packaging could be better.
REV0002519,ORD0005389,CUST034616,PRD00112,5,2025-12-01,Great quality and fast delivery.
REV0002520,ORD0005392,CUST044979,PRD00002,4,2023-03-14,"Good product overall, minor issues."
REV0002521,ORD0005393,CUST041382,PRD00045,4,2023-10-05,"Value for money, satisfied with performance."
REV0002522,ORD0005396,CUST027353,PRD00011,4,2022-01-11,"Value for money, satisfied with performance."
REV0002523,ORD0005397,CUST032211,PRD00099,4,2025-07-02,"Good product overall, minor issues."
REV0002524,ORD0005402,CUST009490,PRD00147,3,2021-11-30,Decent but packaging could be better.
REV0002525,ORD0005406,CUST010890,PRD00095,5,2024-07-11,Great quality and fast delivery.
REV0002526,ORD0005407,CUST049709,PRD00068,1,2021-05-27,"Poor experience, product had defects."
REV0002527,ORD0005411,CUST029249,PRD00027,4,2024-09-07,"Nice build quality, delivery was on time."
REV0002528,ORD0005413,CUST021605,PRD00042,5,2022-04-28,"Excellent product, totally worth it!"
REV0002529,ORD0005414,CUST000471,PRD00009,5,2024-06-17,Great quality and fast delivery.
REV0002530,ORD0005418,CUST044596,PRD00020,4,2023-02-10,"Good product overall, minor issues."
REV0002531,ORD0005420,CUST026683,PRD00054,4,2021-05-07,"Value for money, satisfied with performance."
REV0002532,ORD0005421,CUST006830,PRD00051,3,2021-11-11,"Average product, does the job."
REV0002533,ORD0005422,CUST042880,PRD00028,4,2025-12-11,"Good product overall, minor issues."
REV0002534,ORD0005423,CUST026264,PRD00123,4,2021-06-07,"Good product overall, minor issues."
REV0002535,ORD0005425,CUST042488,PRD00024,2,2021-10-31,Below expectations for the price paid.
REV0002536,ORD0005426,CUST042587,PRD00006,5,2024-05-06,"Best in this price range, highly recommend."
REV0002537,ORD0005428,CUST006660,PRD00093,5,2025-05-03,"Excellent product, totally worth it!"
REV0002538,ORD0005429,CUST020372,PRD00030,5,2022-12-07,"Excellent product, totally worth it!"
REV0002539,ORD0005433,CUST006282,PRD00083,5,2022-06-08,"Best in this price range, highly recommend."
REV0002540,ORD0005435,CUST001192,PRD00137,5,2022-01-10,Great quality and fast delivery.
REV0002541,ORD0005436,CUST010189,PRD00078,4,2023-09-19,"Nice build quality, delivery was on time."
REV0002542,ORD0005437,CUST049617,PRD00039,5,2025-02-24,Great quality and fast delivery.
REV0002543,ORD0005440,CUST039528,PRD00023,3,2023-11-06,"Average product, does the job."
REV0002544,ORD0005441,CUST034399,PRD00130,4,2023-05-31,"Good product overall, minor issues."
REV0002545,ORD0005443,CUST038936,PRD00086,4,2023-06-22,"Value for money, satisfied with performance."
REV0002546,ORD0005444,CUST012808,PRD00087,3,2021-05-20,"Average product, does the job."
REV0002547,ORD0005445,CUST032422,PRD00031,4,2023-05-13,"Value for money, satisfied with performance."
REV0002548,ORD0005446,CUST021506,PRD00090,5,2025-12-23,"Excellent product, totally worth it!"
REV0002549,ORD0005451,CUST013927,PRD00031,5,2023-06-18,"Very happy with the purchase, works perfectly."
REV0002550,ORD0005453,CUST048633,PRD00036,5,2022-04-21,"Best in this price range, highly recommend."
REV0002551,ORD0005455,CUST005362,PRD00021,4,2022-03-12,"Value for money, satisfied with performance."
REV0002552,ORD0005456,CUST016777,PRD00036,2,2024-02-05,Below expectations for the price paid.
REV0002553,ORD0005457,CUST002346,PRD00044,2,2022-03-20,"Not fully satisfied, some issues faced."
REV0002554,ORD0005458,CUST023091,PRD00098,2,2024-11-30,Below expectations for the price paid.
REV0002555,ORD0005459,CUST013077,PRD00128,5,2024-08-13,"Very happy with the purchase, works perfectly."
REV0002556,ORD0005462,CUST044105,PRD00110,5,2022-05-30,Great quality and fast delivery.
REV0002557,ORD0005466,CUST005172,PRD00084,4,2023-03-05,"Nice build quality, delivery was on time."
REV0002558,ORD0005467,CUST010044,PRD00048,5,2025-10-05,"Excellent product, totally worth it!"
REV0002559,ORD0005468,CUST027599,PRD00117,5,2023-10-28,"Excellent product, totally worth it!"
REV0002560,ORD0005472,CUST037354,PRD00049,5,2022-07-29,"Very happy with the purchase, works perfectly."
REV0002561,ORD0005473,CUST034450,PRD00116,2,2022-08-14,Below expectations for the price paid.
REV0002562,ORD0005475,CUST023634,PRD00025,4,2022-08-02,"Nice build quality, delivery was on time."
REV0002563,ORD0005476,CUST008047,PRD00122,5,2024-07-16,"Best in this price range, highly recommend."
REV0002564,ORD0005477,CUST008445,PRD00110,4,2021-10-28,"Nice build quality, delivery was on time."
REV0002565,ORD0005478,CUST034524,PRD00025,4,2023-05-09,"Value for money, satisfied with performance."
REV0002566,ORD0005480,CUST013942,PRD00086,4,2021-07-26,"Nice build quality, delivery was on time."
REV0002567,ORD0005482,CUST036481,PRD00106,4,2021-06-16,"Nice build quality, delivery was on time."
REV0002568,ORD0005484,CUST048053,PRD00063,3,2024-01-09,"Average product, does the job."
REV0002569,ORD0005487,CUST022213,PRD00063,4,2024-10-14,"Value for money, satisfied with performance."
