order_item_id,order_id,product_id,quantity,unit_price,discount_pct,total_amount
ORDITM00002306,ORD0001147,PRD00086,3,36032,10,97286.4
ORDITM00002307,ORD0001147,PRD00003,2,69399,0,138798.0
ORDITM00002308,ORD0001147,PRD00027,2,14343,15,24383.1
ORDITM00002309,ORD0001148,PRD00110,1,5028,10,4525.2
ORDITM00002310,ORD0001149,PRD00082,2,12760,5,24244.0
ORDITM00002311,ORD0001150,PRD00053,1,76718,0,76718.0
ORDITM00002312,ORD0001150,PRD00113,1,1261,20,1008.8
ORDITM00002313,ORD0001150,PRD00023,2,21840,25,32760.0
ORDITM00002314,ORD0001151,PRD00014,3,72553,30,152361.3
ORDITM00002315,ORD0001151,PRD00006,2,15804,15,26866.8
ORDITM00002316,ORD0001152,PRD00046,2,86767,10,156180.6
ORDITM00002317,ORD0001152,PRD00042,1,59164,0,59164.0
ORDITM00002318,ORD0001153,PRD00034,1,66877,0,66877.0
ORDITM00002319,ORD0001153,PRD00003,1,69399,0,69399.0
ORDITM00002320,ORD0001154,PRD00090,2,41436,15,70441.2
ORDITM00002321,ORD0001155,PRD00054,3,90934,5,259161.9
ORDITM00002322,ORD0001155,PRD00039,2,54053,0,108106.0
ORDITM00002323,ORD0001156,PRD00105,3,3368,10,9093.6
ORDITM00002324,ORD0001157,PRD00048,2,99572,0,199144.0
ORDITM00002325,ORD0001158,PRD00015,1,60358,5,57340.1
ORDITM00002326,ORD0001159,PRD00119,1,46272,10,41644.8
ORDITM00002327,ORD0001160,PRD00015,3,60358,0,181074.0
ORDITM00002328,ORD0001161,PRD00027,2,14343,5,27251.7
ORDITM00002329,ORD0001161,PRD00084,1,30628,0,30628.0
ORDITM00002330,ORD0001162,PRD00025,3,15824,20,37977.6
ORDITM00002331,ORD0001162,PRD00051,2,52124,0,104248.0
ORDITM00002332,ORD0001163,PRD00105,1,3368,5,3199.6
ORDITM00002333,ORD0001163,PRD00070,1,56199,0,56199.0
ORDITM00002334,ORD0001163,PRD00014,2,72553,15,123340.1
ORDITM00002335,ORD0001164,PRD00102,3,20423,10,55142.1
ORDITM00002336,ORD0001164,PRD00040,1,51787,0,51787.0
ORDITM00002337,ORD0001164,PRD00125,2,1940,15,3298.0
ORDITM00002338,ORD0001165,PRD00013,2,60661,15,103123.7
ORDITM00002339,ORD0001165,PRD00108,1,15194,0,15194.0
ORDITM00002340,ORD0001166,PRD00034,2,66877,0,133754.0
ORDITM00002341,ORD0001167,PRD00106,1,3712,5,3526.4
ORDITM00002342,ORD0001168,PRD00086,1,36032,0,36032.0
ORDITM00002343,ORD0001168,PRD00055,1,101397,5,96327.15
ORDITM00002344,ORD0001168,PRD00108,3,15194,0,45582.0
ORDITM00002345,ORD0001169,PRD00081,1,17478,0,17478.0
ORDITM00002346,ORD0001169,PRD00070,3,56199,20,134877.6
ORDITM00002347,ORD0001170,PRD00092,2,1751,25,2626.5
ORDITM00002348,ORD0001170,PRD00071,3,27398,0,82194.0
ORDITM00002349,ORD0001170,PRD00120,1,2997,10,2697.3
ORDITM00002350,ORD0001171,PRD00135,1,3949,0,3949.0
ORDITM00002351,ORD0001171,PRD00022,2,21246,0,42492.0
ORDITM00002352,ORD0001171,PRD00030,1,32668,15,27767.8
ORDITM00002353,ORD0001172,PRD00071,2,27398,10,49316.4
ORDITM00002354,ORD0001173,PRD00083,2,39080,5,74252.0
ORDITM00002355,ORD0001173,PRD00058,1,54654,0,54654.0
ORDITM00002356,ORD0001173,PRD00038,2,58049,0,116098.0
ORDITM00002357,ORD0001174,PRD00095,1,1524,10,1371.6
ORDITM00002358,ORD0001175,PRD00110,2,5028,0,10056.0
ORDITM00002359,ORD0001176,PRD00103,1,21329,15,18129.65
ORDITM00002360,ORD0001176,PRD00074,2,29940,15,50898.0
ORDITM00002361,ORD0001177,PRD00134,1,1691,25,1268.25
ORDITM00002362,ORD0001178,PRD00071,1,27398,0,27398.0
ORDITM00002363,ORD0001179,PRD00046,1,86767,0,86767.0
ORDITM00002364,ORD0001180,PRD00087,1,31039,15,26383.15
ORDITM00002365,ORD0001180,PRD00112,2,5342,10,9615.6
ORDITM00002366,ORD0001180,PRD00013,1,60661,0,60661.0
ORDITM00002367,ORD0001181,PRD00053,1,76718,0,76718.0
ORDITM00002368,ORD0001181,PRD00082,1,12760,0,12760.0
ORDITM00002369,ORD0001182,PRD00072,2,46808,10,84254.4
ORDITM00002370,ORD0001183,PRD00072,1,46808,0,46808.0
ORDITM00002371,ORD0001183,PRD00082,1,12760,5,12122.0
ORDITM00002372,ORD0001183,PRD00102,2,20423,15,34719.1
ORDITM00002373,ORD0001184,PRD00050,3,49389,0,148167.0
ORDITM00002374,ORD0001185,PRD00125,2,1940,0,3880.0
ORDITM00002375,ORD0001186,PRD00112,2,5342,0,10684.0
ORDITM00002376,ORD0001186,PRD00095,1,1524,0,1524.0
ORDITM00002377,ORD0001186,PRD00130,1,30544,0,30544.0
ORDITM00002378,ORD0001187,PRD00037,1,51600,0,51600.0
ORDITM00002379,ORD0001187,PRD00114,2,1148,0,2296.0
ORDITM00002380,ORD0001187,PRD00043,1,57761,10,51984.9
ORDITM00002381,ORD0001188,PRD00122,1,2496,0,2496.0
ORDITM00002382,ORD0001188,PRD00077,2,37847,0,75694.0
ORDITM00002383,ORD0001188,PRD00084,1,30628,15,26033.8
ORDITM00002384,ORD0001189,PRD00110,3,5028,5,14329.8
ORDITM00002385,ORD0001189,PRD00099,3,11524,0,34572.0
ORDITM00002386,ORD0001190,PRD00124,1,1507,0,1507.0
ORDITM00002387,ORD0001190,PRD00075,2,17054,0,34108.0
ORDITM00002388,ORD0001191,PRD00108,2,15194,5,28868.6
ORDITM00002389,ORD0001191,PRD00082,3,12760,0,38280.0
ORDITM00002390,ORD0001192,PRD00066,1,116549,10,104894.1
ORDITM00002391,ORD0001193,PRD00010,2,75906,0,151812.0
ORDITM00002392,ORD0001193,PRD00115,2,1056,10,1900.8
ORDITM00002393,ORD0001193,PRD00126,1,36714,0,36714.0
ORDITM00002394,ORD0001194,PRD00111,2,5519,0,11038.0
ORDITM00002395,ORD0001194,PRD00086,1,36032,30,25222.4
ORDITM00002396,ORD0001194,PRD00025,1,15824,0,15824.0
ORDITM00002397,ORD0001195,PRD00092,1,1751,0,1751.0
ORDITM00002398,ORD0001195,PRD00041,1,51400,10,46260.0
ORDITM00002399,ORD0001196,PRD00023,2,21840,0,43680.0
ORDITM00002400,ORD0001197,PRD00115,3,1056,0,3168.0
ORDITM00002401,ORD0001198,PRD00019,2,37310,20,59696.0
ORDITM00002402,ORD0001198,PRD00140,1,30178,0,30178.0
ORDITM00002403,ORD0001198,PRD00134,2,1691,0,3382.0
ORDITM00002404,ORD0001199,PRD00105,1,3368,5,3199.6
ORDITM00002405,ORD0001199,PRD00103,1,21329,0,21329.0
ORDITM00002406,ORD0001199,PRD00016,1,30451,0,30451.0
ORDITM00002407,ORD0001200,PRD00143,2,15370,0,30740.0
ORDITM00002408,ORD0001200,PRD00080,2,29894,0,59788.0
ORDITM00002409,ORD0001200,PRD00031,2,30025,15,51042.5
ORDITM00002410,ORD0001201,PRD00115,1,1056,0,1056.0
ORDITM00002411,ORD0001201,PRD00123,1,1540,5,1463.0
ORDITM00002412,ORD0001201,PRD00001,2,89032,0,178064.0
ORDITM00002413,ORD0001202,PRD00023,1,21840,10,19656.0
ORDITM00002414,ORD0001202,PRD00095,2,1524,0,3048.0
ORDITM00002415,ORD0001203,PRD00139,1,6558,0,6558.0
ORDITM00002416,ORD0001203,PRD00142,2,15261,5,28995.9
ORDITM00002417,ORD0001203,PRD00004,3,15120,0,45360.0
ORDITM00002418,ORD0001204,PRD00091,1,37274,0,37274.0
ORDITM00002419,ORD0001204,PRD00129,2,28835,0,57670.0
ORDITM00002420,ORD0001205,PRD00033,1,34621,0,34621.0
ORDITM00002421,ORD0001206,PRD00095,1,1524,0,1524.0
ORDITM00002422,ORD0001206,PRD00033,2,34621,15,58855.7
ORDITM00002423,ORD0001206,PRD00108,1,15194,25,11395.5
ORDITM00002424,ORD0001207,PRD00082,2,12760,20,20416.0
ORDITM00002425,ORD0001207,PRD00068,1,153562,0,153562.0
ORDITM00002426,ORD0001208,PRD00048,2,99572,20,159315.2
ORDITM00002427,ORD0001208,PRD00097,2,1610,0,3220.0
ORDITM00002428,ORD0001208,PRD00099,2,11524,25,17286.0
ORDITM00002429,ORD0001209,PRD00091,3,37274,0,111822.0
ORDITM00002430,ORD0001209,PRD00001,1,89032,25,66774.0
ORDITM00002431,ORD0001209,PRD00132,1,1376,25,1032.0
ORDITM00002432,ORD0001210,PRD00102,3,20423,10,55142.1
ORDITM00002433,ORD0001210,PRD00099,1,11524,0,11524.0
ORDITM00002434,ORD0001211,PRD00006,2,15804,10,28447.2
ORDITM00002435,ORD0001212,PRD00059,2,54179,0,108358.0
ORDITM00002436,ORD0001212,PRD00028,2,33407,20,53451.2
ORDITM00002437,ORD0001212,PRD00139,1,6558,5,6230.1
ORDITM00002438,ORD0001213,PRD00018,1,33883,0,33883.0
ORDITM00002439,ORD0001213,PRD00005,3,14607,0,43821.0
ORDITM00002440,ORD0001214,PRD00115,1,1056,0,1056.0
ORDITM00002441,ORD0001214,PRD00098,1,11038,5,10486.1
ORDITM00002442,ORD0001215,PRD00146,2,3801,10,6841.8
ORDITM00002443,ORD0001216,PRD00032,1,34257,0,34257.0
ORDITM00002444,ORD0001216,PRD00032,2,34257,15,58236.9
ORDITM00002445,ORD0001217,PRD00084,1,30628,10,27565.2
ORDITM00002446,ORD0001217,PRD00062,3,119841,0,359523.0
ORDITM00002447,ORD0001217,PRD00120,3,2997,5,8541.45
ORDITM00002448,ORD0001218,PRD00002,1,75947,0,75947.0
ORDITM00002449,ORD0001219,PRD00069,1,41022,15,34868.7
ORDITM00002450,ORD0001219,PRD00035,2,73090,25,109635.0
ORDITM00002451,ORD0001220,PRD00076,1,44748,20,35798.4
ORDITM00002452,ORD0001220,PRD00120,1,2997,5,2847.15
ORDITM00002453,ORD0001220,PRD00144,3,50557,0,151671.0
ORDITM00002454,ORD0001221,PRD00021,1,42840,5,40698.0
ORDITM00002455,ORD0001222,PRD00010,3,75906,20,182174.4
ORDITM00002456,ORD0001222,PRD00126,2,36714,5,69756.6
ORDITM00002457,ORD0001223,PRD00129,2,28835,20,46136.0
ORDITM00002458,ORD0001223,PRD00017,1,31228,15,26543.8
ORDITM00002459,ORD0001224,PRD00144,1,50557,0,50557.0
ORDITM00002460,ORD0001225,PRD00122,1,2496,10,2246.4
ORDITM00002461,ORD0001225,PRD00066,1,116549,5,110721.55
ORDITM00002462,ORD0001226,PRD00023,2,21840,0,43680.0
ORDITM00002463,ORD0001226,PRD00072,1,46808,5,44467.6
ORDITM00002464,ORD0001227,PRD00124,1,1507,0,1507.0
ORDITM00002465,ORD0001227,PRD00121,3,2059,10,5559.3
ORDITM00002466,ORD0001228,PRD00018,1,33883,0,33883.0
ORDITM00002467,ORD0001228,PRD00060,2,46996,0,93992.0
ORDITM00002468,ORD0001228,PRD00068,1,153562,15,130527.7
ORDITM00002469,ORD0001229,PRD00044,1,65589,0,65589.0
ORDITM00002470,ORD0001229,PRD00070,3,56199,20,134877.6
ORDITM00002471,ORD0001230,PRD00040,1,51787,30,36250.9
ORDITM00002472,ORD0001230,PRD00003,1,69399,10,62459.1
ORDITM00002473,ORD0001230,PRD00031,3,30025,0,90075.0
ORDITM00002474,ORD0001231,PRD00026,2,16017,0,32034.0
ORDITM00002475,ORD0001231,PRD00053,1,76718,0,76718.0
ORDITM00002476,ORD0001231,PRD00135,3,3949,10,10662.3
ORDITM00002477,ORD0001232,PRD00108,2,15194,0,30388.0
ORDITM00002478,ORD0001232,PRD00011,1,70240,15,59704.0
ORDITM00002479,ORD0001233,PRD00129,2,28835,0,57670.0
ORDITM00002480,ORD0001234,PRD00012,1,85625,0,85625.0
ORDITM00002481,ORD0001235,PRD00115,1,1056,0,1056.0
ORDITM00002482,ORD0001235,PRD00075,3,17054,10,46045.8
ORDITM00002483,ORD0001236,PRD00080,3,29894,20,71745.6
ORDITM00002484,ORD0001236,PRD00064,3,125513,0,376539.0
ORDITM00002485,ORD0001237,PRD00092,1,1751,0,1751.0
ORDITM00002486,ORD0001238,PRD00093,1,1611,5,1530.45
ORDITM00002487,ORD0001238,PRD00070,1,56199,0,56199.0
ORDITM00002488,ORD0001239,PRD00142,2,15261,5,28995.9
ORDITM00002489,ORD0001239,PRD00143,1,15370,10,13833.0
ORDITM00002490,ORD0001239,PRD00020,1,35042,0,35042.0
ORDITM00002491,ORD0001240,PRD00024,3,20490,20,49176.0
ORDITM00002492,ORD0001241,PRD00031,1,30025,10,27022.5
ORDITM00002493,ORD0001242,PRD00050,3,49389,0,148167.0
ORDITM00002494,ORD0001242,PRD00132,1,1376,0,1376.0
ORDITM00002495,ORD0001243,PRD00133,3,1329,0,3987.0
ORDITM00002496,ORD0001243,PRD00104,2,3036,15,5161.2
ORDITM00002497,ORD0001243,PRD00125,1,1940,0,1940.0
ORDITM00002498,ORD0001244,PRD00081,1,17478,15,14856.3
ORDITM00002499,ORD0001244,PRD00087,1,31039,0,31039.0
ORDITM00002500,ORD0001244,PRD00128,1,31644,0,31644.0
ORDITM00002501,ORD0001245,PRD00002,1,75947,10,68352.3
ORDITM00002502,ORD0001245,PRD00027,1,14343,0,14343.0
ORDITM00002503,ORD0001246,PRD00070,2,56199,0,112398.0
ORDITM00002504,ORD0001246,PRD00090,3,41436,0,124308.0
ORDITM00002505,ORD0001247,PRD00095,2,1524,25,2286.0
ORDITM00002506,ORD0001248,PRD00067,1,54044,0,54044.0
ORDITM00002507,ORD0001248,PRD00047,2,97691,20,156305.6
ORDITM00002508,ORD0001249,PRD00003,1,69399,20,55519.2
ORDITM00002509,ORD0001249,PRD00037,2,51600,0,103200.0
ORDITM00002510,ORD0001249,PRD00013,2,60661,0,121322.0
ORDITM00002511,ORD0001250,PRD00001,2,89032,5,169160.8
ORDITM00002512,ORD0001251,PRD00144,1,50557,5,48029.15
ORDITM00002513,ORD0001252,PRD00028,1,33407,15,28395.95
ORDITM00002514,ORD0001252,PRD00001,1,89032,25,66774.0
ORDITM00002515,ORD0001252,PRD00098,1,11038,10,9934.2
ORDITM00002516,ORD0001253,PRD00021,1,42840,0,42840.0
ORDITM00002517,ORD0001253,PRD00129,2,28835,15,49019.5
ORDITM00002518,ORD0001253,PRD00052,2,93026,0,186052.0
ORDITM00002519,ORD0001254,PRD00012,1,85625,0,85625.0
ORDITM00002520,ORD0001255,PRD00081,2,17478,25,26217.0
ORDITM00002521,ORD0001255,PRD00130,2,30544,5,58033.6
ORDITM00002522,ORD0001256,PRD00137,1,2375,0,2375.0
ORDITM00002523,ORD0001257,PRD00031,2,30025,0,60050.0
ORDITM00002524,ORD0001257,PRD00093,1,1611,5,1530.45
ORDITM00002525,ORD0001257,PRD00052,2,93026,0,186052.0
ORDITM00002526,ORD0001258,PRD00013,1,60661,0,60661.0
ORDITM00002527,ORD0001258,PRD00044,1,65589,10,59030.1
ORDITM00002528,ORD0001259,PRD00110,2,5028,0,10056.0
ORDITM00002529,ORD0001260,PRD00014,2,72553,0,145106.0
ORDITM00002530,ORD0001261,PRD00033,1,34621,15,29427.85
ORDITM00002531,ORD0001261,PRD00095,3,1524,30,3200.4
ORDITM00002532,ORD0001262,PRD00110,1,5028,0,5028.0
ORDITM00002533,ORD0001262,PRD00143,2,15370,0,30740.0
ORDITM00002534,ORD0001263,PRD00097,3,1610,0,4830.0
ORDITM00002535,ORD0001263,PRD00132,1,1376,0,1376.0
ORDITM00002536,ORD0001264,PRD00113,1,1261,0,1261.0
ORDITM00002537,ORD0001264,PRD00108,1,15194,5,14434.3
ORDITM00002538,ORD0001264,PRD00059,1,54179,0,54179.0
ORDITM00002539,ORD0001265,PRD00008,2,37117,0,74234.0
ORDITM00002540,ORD0001265,PRD00018,1,33883,0,33883.0
ORDITM00002541,ORD0001265,PRD00074,2,29940,5,56886.0
ORDITM00002542,ORD0001266,PRD00114,3,1148,0,3444.0
ORDITM00002543,ORD0001267,PRD00095,2,1524,0,3048.0
ORDITM00002544,ORD0001268,PRD00044,2,65589,0,131178.0
ORDITM00002545,ORD0001268,PRD00136,3,11443,20,27463.2
ORDITM00002546,ORD0001269,PRD00078,1,65870,5,62576.5
ORDITM00002547,ORD0001269,PRD00111,1,5519,15,4691.15
ORDITM00002548,ORD0001269,PRD00138,2,12406,5,23571.4
ORDITM00002549,ORD0001270,PRD00003,1,69399,0,69399.0
ORDITM00002550,ORD0001270,PRD00095,2,1524,0,3048.0
ORDITM00002551,ORD0001270,PRD00131,3,32127,0,96381.0
ORDITM00002552,ORD0001271,PRD00144,1,50557,10,45501.3
ORDITM00002553,ORD0001272,PRD00065,1,136998,15,116448.3
ORDITM00002554,ORD0001272,PRD00003,2,69399,0,138798.0
ORDITM00002555,ORD0001273,PRD00022,1,21246,0,21246.0
ORDITM00002556,ORD0001273,PRD00079,2,33286,0,66572.0
ORDITM00002557,ORD0001273,PRD00119,2,46272,5,87916.8
ORDITM00002558,ORD0001274,PRD00019,1,37310,20,29848.0
ORDITM00002559,ORD0001274,PRD00011,1,70240,0,70240.0
ORDITM00002560,ORD0001275,PRD00097,1,1610,0,1610.0
ORDITM00002561,ORD0001275,PRD00064,1,125513,5,119237.35
ORDITM00002562,ORD0001275,PRD00146,3,3801,0,11403.0
ORDITM00002563,ORD0001276,PRD00029,1,29598,0,29598.0
ORDITM00002564,ORD0001276,PRD00010,3,75906,10,204946.2
ORDITM00002565,ORD0001277,PRD00071,1,27398,0,27398.0
ORDITM00002566,ORD0001277,PRD00046,3,86767,0,260301.0
ORDITM00002567,ORD0001278,PRD00069,2,41022,10,73839.6
ORDITM00002568,ORD0001279,PRD00134,2,1691,0,3382.0
ORDITM00002569,ORD0001280,PRD00070,1,56199,10,50579.1
ORDITM00002570,ORD0001280,PRD00087,3,31039,10,83805.3
ORDITM00002571,ORD0001280,PRD00056,1,101388,0,101388.0
ORDITM00002572,ORD0001281,PRD00089,3,51739,0,155217.0
ORDITM00002573,ORD0001281,PRD00027,1,14343,0,14343.0
ORDITM00002574,ORD0001282,PRD00027,3,14343,0,43029.0
ORDITM00002575,ORD0001282,PRD00047,3,97691,5,278419.35
ORDITM00002576,ORD0001283,PRD00119,1,46272,0,46272.0
ORDITM00002577,ORD0001284,PRD00013,1,60661,0,60661.0
ORDITM00002578,ORD0001284,PRD00026,1,16017,15,13614.45
ORDITM00002579,ORD0001284,PRD00027,2,14343,0,28686.0
ORDITM00002580,ORD0001285,PRD00070,1,56199,10,50579.1
ORDITM00002581,ORD0001285,PRD00065,1,136998,15,116448.3
ORDITM00002582,ORD0001285,PRD00010,1,75906,0,75906.0
ORDITM00002583,ORD0001286,PRD00090,1,41436,0,41436.0
ORDITM00002584,ORD0001287,PRD00122,1,2496,0,2496.0
ORDITM00002585,ORD0001288,PRD00125,2,1940,15,3298.0
ORDITM00002586,ORD0001288,PRD00003,1,69399,0,69399.0
ORDITM00002587,ORD0001288,PRD00131,2,32127,20,51403.2
ORDITM00002588,ORD0001289,PRD00075,2,17054,0,34108.0
ORDITM00002589,ORD0001289,PRD00109,2,15933,20,25492.8
ORDITM00002590,ORD0001289,PRD00106,1,3712,5,3526.4
ORDITM00002591,ORD0001290,PRD00019,2,37310,0,74620.0
ORDITM00002592,ORD0001290,PRD00077,3,37847,10,102186.9
ORDITM00002593,ORD0001290,PRD00127,2,36863,0,73726.0
ORDITM00002594,ORD0001291,PRD00005,1,14607,5,13876.65
ORDITM00002595,ORD0001292,PRD00086,2,36032,0,72064.0
ORDITM00002596,ORD0001293,PRD00005,1,14607,10,13146.3
ORDITM00002597,ORD0001294,PRD00024,2,20490,5,38931.0
ORDITM00002598,ORD0001294,PRD00076,2,44748,0,89496.0
ORDITM00002599,ORD0001295,PRD00073,1,16527,20,13221.6
ORDITM00002600,ORD0001296,PRD00099,2,11524,0,23048.0
ORDITM00002601,ORD0001296,PRD00084,2,30628,0,61256.0
ORDITM00002602,ORD0001296,PRD00093,1,1611,0,1611.0
ORDITM00002603,ORD0001297,PRD00128,1,31644,20,25315.2
ORDITM00002604,ORD0001297,PRD00054,1,90934,0,90934.0
ORDITM00002605,ORD0001297,PRD00119,3,46272,0,138816.0
ORDITM00002606,ORD0001298,PRD00130,1,30544,0,30544.0
ORDITM00002607,ORD0001298,PRD00026,1,16017,0,16017.0
ORDITM00002608,ORD0001299,PRD00003,2,69399,0,138798.0
ORDITM00002609,ORD0001299,PRD00094,3,1356,10,3661.2
ORDITM00002610,ORD0001299,PRD00020,3,35042,0,105126.0
ORDITM00002611,ORD0001300,PRD00111,2,5519,15,9382.3
ORDITM00002612,ORD0001300,PRD00109,1,15933,0,15933.0
ORDITM00002613,ORD0001301,PRD00012,1,85625,20,68500.0
ORDITM00002614,ORD0001302,PRD00026,2,16017,0,32034.0
ORDITM00002615,ORD0001302,PRD00021,1,42840,10,38556.0
ORDITM00002616,ORD0001303,PRD00078,2,65870,0,131740.0
ORDITM00002617,ORD0001303,PRD00075,1,17054,0,17054.0
ORDITM00002618,ORD0001304,PRD00016,3,30451,15,77650.05
ORDITM00002619,ORD0001305,PRD00142,2,15261,0,30522.0
ORDITM00002620,ORD0001305,PRD00025,2,15824,15,26900.8
ORDITM00002621,ORD0001305,PRD00049,1,45139,0,45139.0
ORDITM00002622,ORD0001306,PRD00143,2,15370,15,26129.0
ORDITM00002623,ORD0001306,PRD00015,1,60358,0,60358.0
ORDITM00002624,ORD0001306,PRD00018,2,33883,5,64377.7
ORDITM00002625,ORD0001307,PRD00076,1,44748,5,42510.6
ORDITM00002626,ORD0001308,PRD00097,2,1610,0,3220.0
ORDITM00002627,ORD0001308,PRD00115,1,1056,20,844.8
ORDITM00002628,ORD0001308,PRD00130,3,30544,0,91632.0
ORDITM00002629,ORD0001309,PRD00140,2,30178,15,51302.6
ORDITM00002630,ORD0001309,PRD00037,1,51600,0,51600.0
ORDITM00002631,ORD0001309,PRD00127,3,36863,0,110589.0
ORDITM00002632,ORD0001310,PRD00102,1,20423,10,18380.7
ORDITM00002633,ORD0001311,PRD00094,1,1356,10,1220.4
ORDITM00002634,ORD0001311,PRD00080,1,29894,0,29894.0
ORDITM00002635,ORD0001311,PRD00080,2,29894,0,59788.0
ORDITM00002636,ORD0001312,PRD00083,2,39080,0,78160.0
ORDITM00002637,ORD0001313,PRD00028,3,33407,10,90198.9
ORDITM00002638,ORD0001313,PRD00136,1,11443,0,11443.0
ORDITM00002639,ORD0001314,PRD00012,3,85625,0,256875.0
ORDITM00002640,ORD0001315,PRD00012,1,85625,5,81343.75
ORDITM00002641,ORD0001316,PRD00113,2,1261,0,2522.0
ORDITM00002642,ORD0001316,PRD00036,2,74190,0,148380.0
ORDITM00002643,ORD0001316,PRD00072,1,46808,5,44467.6
ORDITM00002644,ORD0001317,PRD00026,2,16017,20,25627.2
ORDITM00002645,ORD0001317,PRD00120,2,2997,0,5994.0
ORDITM00002646,ORD0001318,PRD00011,2,70240,0,140480.0
ORDITM00002647,ORD0001319,PRD00088,1,45152,0,45152.0
ORDITM00002648,ORD0001319,PRD00072,2,46808,5,88935.2
ORDITM00002649,ORD0001320,PRD00069,1,41022,0,41022.0
ORDITM00002650,ORD0001320,PRD00052,3,93026,10,251170.2
ORDITM00002651,ORD0001320,PRD00088,1,45152,5,42894.4
ORDITM00002652,ORD0001321,PRD00026,1,16017,20,12813.6
ORDITM00002653,ORD0001321,PRD00063,2,111970,0,223940.0
ORDITM00002654,ORD0001322,PRD00064,1,125513,0,125513.0
ORDITM00002655,ORD0001322,PRD00006,2,15804,5,30027.6
ORDITM00002656,ORD0001322,PRD00105,2,3368,0,6736.0
ORDITM00002657,ORD0001323,PRD00037,1,51600,10,46440.0
ORDITM00002658,ORD0001323,PRD00124,3,1507,0,4521.0
ORDITM00002659,ORD0001323,PRD00146,3,3801,15,9692.55
ORDITM00002660,ORD0001324,PRD00036,1,74190,0,74190.0
ORDITM00002661,ORD0001324,PRD00133,2,1329,15,2259.3
ORDITM00002662,ORD0001325,PRD00040,1,51787,10,46608.3
ORDITM00002663,ORD0001325,PRD00069,2,41022,25,61533.0
ORDITM00002664,ORD0001326,PRD00133,2,1329,0,2658.0
ORDITM00002665,ORD0001326,PRD00111,2,5519,0,11038.0
ORDITM00002666,ORD0001327,PRD00119,1,46272,10,41644.8
ORDITM00002667,ORD0001327,PRD00025,1,15824,0,15824.0
ORDITM00002668,ORD0001328,PRD00083,1,39080,0,39080.0
ORDITM00002669,ORD0001329,PRD00110,3,5028,5,14329.8
ORDITM00002670,ORD0001329,PRD00145,1,39488,0,39488.0
ORDITM00002671,ORD0001330,PRD00107,2,17959,0,35918.0
ORDITM00002672,ORD0001331,PRD00010,1,75906,10,68315.4
ORDITM00002673,ORD0001332,PRD00034,1,66877,20,53501.6
ORDITM00002674,ORD0001332,PRD00060,1,46996,15,39946.6
ORDITM00002675,ORD0001332,PRD00072,2,46808,15,79573.6
ORDITM00002676,ORD0001333,PRD00136,1,11443,10,10298.7
ORDITM00002677,ORD0001333,PRD00084,2,30628,10,55130.4
ORDITM00002678,ORD0001334,PRD00087,1,31039,0,31039.0
ORDITM00002679,ORD0001335,PRD00086,1,36032,0,36032.0
ORDITM00002680,ORD0001335,PRD00058,1,54654,20,43723.2
ORDITM00002681,ORD0001336,PRD00014,2,72553,0,145106.0
ORDITM00002682,ORD0001337,PRD00006,2,15804,0,31608.0
ORDITM00002683,ORD0001337,PRD00123,1,1540,0,1540.0
ORDITM00002684,ORD0001338,PRD00067,2,54044,0,108088.0
ORDITM00002685,ORD0001338,PRD00124,2,1507,0,3014.0
ORDITM00002686,ORD0001338,PRD00052,1,93026,10,83723.4
ORDITM00002687,ORD0001339,PRD00143,1,15370,0,15370.0
ORDITM00002688,ORD0001339,PRD00089,1,51739,20,41391.2
ORDITM00002689,ORD0001339,PRD00141,1,15173,5,14414.35
ORDITM00002690,ORD0001340,PRD00050,1,49389,0,49389.0
ORDITM00002691,ORD0001340,PRD00114,2,1148,0,2296.0
ORDITM00002692,ORD0001341,PRD00131,1,32127,20,25701.6
ORDITM00002693,ORD0001342,PRD00127,2,36863,0,73726.0
ORDITM00002694,ORD0001343,PRD00075,2,17054,10,30697.2
ORDITM00002695,ORD0001343,PRD00035,2,73090,20,116944.0
ORDITM00002696,ORD0001343,PRD00013,2,60661,0,121322.0
ORDITM00002697,ORD0001344,PRD00092,1,1751,0,1751.0
ORDITM00002698,ORD0001344,PRD00072,1,46808,0,46808.0
ORDITM00002699,ORD0001345,PRD00107,2,17959,0,35918.0
ORDITM00002700,ORD0001345,PRD00039,3,54053,10,145943.1
ORDITM00002701,ORD0001345,PRD00061,2,102790,25,154185.0
ORDITM00002702,ORD0001346,PRD00024,1,20490,10,18441.0
ORDITM00002703,ORD0001347,PRD00108,1,15194,5,14434.3
ORDITM00002704,ORD0001348,PRD00126,1,36714,0,36714.0
ORDITM00002705,ORD0001348,PRD00022,2,21246,0,42492.0
ORDITM00002706,ORD0001348,PRD00042,2,59164,0,118328.0
ORDITM00002707,ORD0001349,PRD00103,1,21329,5,20262.55
ORDITM00002708,ORD0001349,PRD00130,2,30544,15,51924.8
ORDITM00002709,ORD0001349,PRD00127,2,36863,25,55294.5
ORDITM00002710,ORD0001350,PRD00126,2,36714,0,73428.0
ORDITM00002711,ORD0001351,PRD00037,2,51600,30,72240.0
ORDITM00002712,ORD0001351,PRD00104,1,3036,20,2428.8
ORDITM00002713,ORD0001351,PRD00018,3,33883,0,101649.0
ORDITM00002714,ORD0001352,PRD00096,1,1684,25,1263.0
ORDITM00002715,ORD0001352,PRD00147,2,9453,15,16070.1
